Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000152382,601,696,580,655,315,111,177,416
ENSG00000232100,0,0,0,0,0,0,0,0
ENSG00000230547,0,1,2,0,2,2,1,2
ENSG00000232215,0,0,1,0,3,2,3,7
ENSG00000135829,7472,9015,9488,10829,4737,1472,1756,4800
ENSG00000134717,4753,5330,6208,7501,957,345,351,902
ENSG00000278180,0,0,0,0,0,0,0,0
ENSG00000232341,2,1,9,10,1,2,0,0
ENSG00000287676,2,4,8,15,10,7,3,14
ENSG00000236792,55,84,79,103,76,28,25,81
ENSG00000143207,1105,1376,1178,1405,87,36,22,70
ENSG00000270859,0,0,0,0,0,0,0,0
ENSG00000238224,0,0,0,0,0,0,0,0
ENSG00000237492,0,0,0,0,0,0,0,1
ENSG00000150681,0,0,0,0,0,0,0,0
ENSG00000116906,1065,1212,1249,1466,509,163,232,578
ENSG00000092969,166,165,18,21,1897,586,875,2474
ENSG00000157181,2909,3403,3486,3681,303,78,90,285
ENSG00000250762,0,0,0,0,2,0,2,4
ENSG00000076258,103,158,139,159,44,18,25,58
ENSG00000117697,2487,2924,3312,3846,1290,466,600,1689
ENSG00000235083,0,0,0,0,0,0,0,0
ENSG00000162669,37,36,43,46,1,4,0,7
ENSG00000225904,0,0,0,0,0,0,0,0
ENSG00000143641,5933,7171,4700,5512,6291,2256,2402,6108
ENSG00000010932,0,0,0,0,0,0,0,0
ENSG00000010072,688,862,777,862,292,96,127,400
ENSG00000135766,572,764,145,179,330,103,65,129
ENSG00000238054,0,0,0,0,0,0,0,0
ENSG00000168243,155,166,161,272,5,4,4,7
ENSG00000281453,0,0,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0,0,0
ENSG00000227613,0,0,0,0,0,0,0,0
ENSG00000116183,0,6,2,5,2,0,0,3
ENSG00000231612,0,3,0,0,0,0,0,0
ENSG00000271036,0,0,0,0,0,0,0,0
ENSG00000170382,7,3,9,13,81,37,45,129
ENSG00000226868,0,0,0,0,0,0,0,0
ENSG00000279401,0,0,0,0,0,0,0,0
ENSG00000287450,0,0,0,0,0,0,0,0
ENSG00000237011,1,0,0,0,0,0,0,0
ENSG00000066027,1015,1187,1406,1592,396,144,202,508
ENSG00000173728,0,0,0,0,0,0,0,0
ENSG00000225811,0,0,0,0,0,0,0,0
ENSG00000273093,0,0,0,0,0,0,0,1
ENSG00000185523,0,2,3,5,0,0,0,2
ENSG00000116711,30,30,71,48,111,29,66,176
ENSG00000226750,0,0,0,0,0,0,0,0
ENSG00000285665,107,144,125,92,13,4,5,25
ENSG00000231022,0,0,0,0,0,0,0,0
ENSG00000224436,0,0,0,0,0,0,0,0
ENSG00000234915,0,0,0,0,0,0,0,0
ENSG00000227585,0,0,0,0,0,0,0,0
ENSG00000157060,0,0,1,0,0,0,0,0
ENSG00000237213,0,0,0,0,0,0,0,0
ENSG00000213045,0,0,0,0,0,0,0,0
ENSG00000230063,0,0,0,0,0,0,0,1
ENSG00000235467,0,0,0,0,0,0,0,0
ENSG00000123684,2309,2502,2555,2791,3302,1150,1214,3405
ENSG00000225338,4,8,6,8,13,7,0,3
ENSG00000224407,0,0,0,1,0,0,0,0
ENSG00000232463,0,0,0,0,0,0,0,0
ENSG00000225171,2,0,0,0,1,0,0,0
ENSG00000235386,0,0,0,0,0,0,0,0
ENSG00000213690,1,0,0,0,0,2,0,0
ENSG00000229832,0,0,0,1,5,2,1,1
ENSG00000237514,0,0,0,0,0,0,0,0
ENSG00000287856,3,2,0,0,0,0,0,1
ENSG00000203705,496,613,864,1063,47,30,42,111
ENSG00000224040,299,335,348,327,9,2,0,1
ENSG00000228686,0,0,0,0,0,0,0,0
ENSG00000174175,1,0,0,0,0,0,0,0
ENSG00000236401,0,0,0,0,0,0,0,0
ENSG00000215800,0,0,0,0,0,0,0,0
ENSG00000270936,0,0,0,0,0,0,0,0
ENSG00000008118,1,2,1,4,1,2,2,7
ENSG00000171161,1377,1633,1523,2066,773,260,398,1080
ENSG00000241505,0,0,0,0,0,0,0,0
ENSG00000261453,0,0,0,0,0,0,0,0
ENSG00000231020,0,0,0,0,0,0,0,0
ENSG00000270818,0,0,0,0,0,0,0,0
ENSG00000196878,96,111,60,81,9916,3748,2303,6027
ENSG00000225561,0,0,0,0,0,0,0,0
ENSG00000074964,198,209,207,309,73,38,51,126
ENSG00000223847,0,0,0,0,0,0,0,0
ENSG00000277704,0,0,0,0,0,0,0,0
ENSG00000240963,0,0,0,0,0,0,0,0
ENSG00000226570,0,0,0,0,0,0,0,0
ENSG00000198929,87,96,61,62,32,9,6,32
ENSG00000174606,1263,1456,1678,1628,660,253,251,680
ENSG00000236905,0,0,0,0,0,0,0,0
ENSG00000227887,1,0,0,0,0,0,0,1
ENSG00000116903,1029,1175,1109,1133,371,133,152,402
ENSG00000226196,0,0,0,0,0,0,0,0
ENSG00000287354,0,0,0,0,0,0,0,0
ENSG00000233827,0,0,0,0,0,0,0,0
ENSG00000198797,0,5,1,1,353,109,159,429
ENSG00000151414,2810,2997,2779,3016,628,213,142,366
ENSG00000177614,81,83,65,141,124,53,90,249
ENSG00000235182,0,0,0,0,0,0,0,0
ENSG00000287157,0,0,0,0,1,0,0,2
ENSG00000225755,0,0,0,0,0,0,0,0
ENSG00000197472,247,299,294,247,30,4,18,36
ENSG00000230184,1,3,0,3,1,0,0,1
ENSG00000232436,0,0,0,0,0,0,0,0
ENSG00000136643,1716,2129,2490,2658,1838,521,593,1663
ENSG00000236317,0,4,5,0,0,1,0,1
ENSG00000176855,402,526,338,380,4,0,3,7
ENSG00000225401,0,1,0,0,3,0,1,3
ENSG00000228190,0,0,0,0,0,0,0,0
ENSG00000135747,25,27,22,16,5,1,4,10
ENSG00000069248,4415,5158,3944,4393,1812,644,811,2158
ENSG00000253148,0,0,0,0,0,0,0,0
ENSG00000227751,0,0,0,0,0,0,0,0
ENSG00000090104,11,18,6,13,0,0,0,0
ENSG00000236468,6,11,16,14,4,1,0,0
ENSG00000185220,860,1120,689,989,76,20,28,78
ENSG00000236101,0,0,0,0,0,0,0,0
ENSG00000162769,1724,1751,1961,2332,519,214,184,613
ENSG00000278684,0,0,0,0,0,0,0,0
ENSG00000236775,0,3,0,0,0,0,0,0
ENSG00000042781,5,12,21,18,20,6,8,13
ENSG00000228646,0,0,0,0,0,0,0,0
ENSG00000233332,5,0,1,3,1,0,0,0
ENSG00000231984,0,0,0,0,0,0,0,0
ENSG00000277462,182,205,187,203,214,65,85,239
ENSG00000035687,2285,2642,2517,2690,1469,425,598,1586
ENSG00000180287,1,2,0,9,153,36,30,138
ENSG00000226693,0,0,0,0,0,0,0,0
ENSG00000231272,0,0,0,0,2,0,0,0
ENSG00000223828,0,0,0,0,1,0,0,0
ENSG00000226723,8,5,6,2,11,4,4,12
ENSG00000272672,0,1,1,4,0,0,0,1
ENSG00000235096,0,0,0,0,0,0,0,0
ENSG00000007341,1006,1147,1517,1732,712,245,281,715
ENSG00000143324,2508,2772,2701,3217,832,300,340,927
ENSG00000225222,0,0,0,0,0,0,0,0
ENSG00000198842,78,116,559,791,0,0,0,0
ENSG00000286619,9,14,9,20,202,63,85,228
ENSG00000198756,40,75,75,123,44,14,24,62
ENSG00000227554,0,0,0,0,0,0,0,0
ENSG00000178596,0,0,0,0,0,0,0,0
ENSG00000054282,1774,2111,2003,2442,1006,353,424,1207
ENSG00000183780,6,15,4,7,221,76,61,201
ENSG00000229663,0,1,0,0,0,1,0,0
ENSG00000162702,1424,1773,1538,1513,2301,759,904,2360
ENSG00000228530,0,0,0,0,0,0,0,0
ENSG00000143194,3,2,3,5,0,1,0,1
ENSG00000054267,5169,6054,4227,3978,589,201,170,457
ENSG00000287921,0,0,0,0,3,1,0,3
ENSG00000232166,0,0,0,0,0,0,1,0
ENSG00000175137,1408,1635,1196,1606,1372,501,442,1154
ENSG00000134245,30,50,19,47,74,22,17,63
ENSG00000187889,65,71,154,168,0,0,0,0
ENSG00000097046,3202,3668,3877,3724,2347,782,803,2076
ENSG00000231378,0,0,0,1,0,0,0,0
ENSG00000235605,3,4,6,12,13,3,1,10
ENSG00000224857,0,0,0,0,0,0,0,0
ENSG00000273367,18,13,10,12,21,3,0,7
ENSG00000231605,0,0,0,0,1,0,0,1
ENSG00000236358,6,9,8,7,3,0,0,2
ENSG00000203737,0,2,2,0,1,0,1,3
ENSG00000215873,0,1,0,2,2,3,0,0
ENSG00000185420,802,812,596,868,233,78,74,205
ENSG00000272175,1,3,0,0,1,0,0,0
ENSG00000213070,3,3,1,2,8,2,1,2
ENSG00000229747,0,0,0,0,0,0,0,0
ENSG00000136636,3370,3967,4837,5050,4061,1228,1489,3926
ENSG00000225486,6,2,4,4,2,0,0,0
ENSG00000163874,1525,1530,1120,1742,359,172,229,562
ENSG00000213068,0,0,2,0,2,0,0,0
ENSG00000054392,161,154,131,244,142,53,68,177
ENSG00000188739,32,38,37,47,4,6,4,15
ENSG00000273198,0,0,0,0,0,0,0,1
ENSG00000225719,0,0,0,0,0,0,0,0
ENSG00000273483,3,4,6,8,10,2,3,15
ENSG00000232809,0,0,0,0,0,0,0,0
ENSG00000285981,0,0,0,0,0,0,0,0
ENSG00000215796,2,4,1,6,3,1,0,3
ENSG00000233047,0,0,0,0,0,0,0,0
ENSG00000143341,0,0,4,2,92,22,24,101
ENSG00000116703,0,0,0,0,0,0,0,0
ENSG00000264341,0,0,0,0,0,0,0,0
ENSG00000264101,0,0,0,0,0,0,0,0
ENSG00000252404,0,0,0,0,0,0,0,0
ENSG00000243267,2,0,0,0,0,0,0,1
ENSG00000252151,0,0,0,0,0,0,0,0
ENSG00000252969,0,0,0,0,0,0,0,0
ENSG00000252956,0,0,0,0,0,0,0,0
ENSG00000284357,0,0,0,0,0,0,0,0
ENSG00000207237,0,0,0,0,0,0,0,0
ENSG00000252691,0,0,0,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0,1,0
ENSG00000207941,0,0,0,0,0,0,0,0
ENSG00000199963,0,1,1,3,0,0,0,0
ENSG00000264698,0,0,0,0,0,0,0,0
ENSG00000207328,0,0,0,0,0,0,0,0
ENSG00000207466,0,0,0,0,0,0,0,0
ENSG00000252368,0,0,0,0,0,0,0,0
ENSG00000206779,0,0,0,0,0,0,0,0
ENSG00000200796,0,0,0,0,0,0,0,0
ENSG00000252190,0,0,0,0,0,0,0,0
ENSG00000283724,0,0,0,0,0,0,0,0
ENSG00000284410,0,0,0,0,0,0,0,0
ENSG00000252018,0,0,0,0,0,0,0,0
ENSG00000206627,0,0,0,0,0,0,0,0
ENSG00000283414,0,0,0,0,0,0,0,1
ENSG00000207508,0,0,0,0,0,1,0,1
ENSG00000200171,0,0,0,0,0,0,0,0
ENSG00000207194,0,0,0,0,0,0,0,0
ENSG00000283477,0,0,0,0,0,0,0,0
ENSG00000263675,2,0,0,2,1,0,0,3
ENSG00000238653,0,0,0,0,0,0,0,0
ENSG00000212624,0,0,0,0,0,0,0,0
ENSG00000200575,0,0,0,0,0,0,0,0
ENSG00000212360,0,0,2,0,0,0,0,1
ENSG00000251825,0,0,0,0,0,0,0,0
ENSG00000222624,0,0,0,0,0,0,0,0
ENSG00000223152,0,0,0,0,0,0,0,0
ENSG00000212308,0,7,2,3,0,0,0,0
ENSG00000276081,0,0,0,0,0,0,0,0
ENSG00000239640,0,0,0,0,0,0,0,0
ENSG00000252338,0,0,0,0,0,0,0,0
ENSG00000239319,0,0,0,0,0,0,0,0
ENSG00000251767,0,0,0,0,0,0,0,0
ENSG00000202263,0,0,0,0,0,0,0,0
ENSG00000199318,0,0,0,0,0,0,0,0
ENSG00000199666,0,0,0,0,0,0,0,0
ENSG00000200601,0,0,0,0,0,0,0,0
ENSG00000242482,0,0,0,0,0,0,0,0
ENSG00000201620,0,0,0,0,0,0,0,0
ENSG00000206817,0,0,0,0,0,0,0,0
ENSG00000264963,0,0,0,0,0,0,0,0
ENSG00000198974,0,0,0,0,0,1,0,1
ENSG00000212248,0,0,0,0,0,0,0,0
ENSG00000207962,0,0,0,0,0,0,0,0
ENSG00000207234,1,2,2,3,1,0,1,3
ENSG00000202259,0,0,0,0,0,0,0,0
ENSG00000212459,0,0,0,0,0,0,0,0
ENSG00000263526,0,0,0,0,0,0,0,0
ENSG00000211575,8,12,4,3,6,2,0,3
ENSG00000202254,0,0,0,0,0,0,0,0
ENSG00000201491,0,0,0,0,0,0,0,0
ENSG00000275455,0,0,0,0,0,0,0,0
ENSG00000200800,0,0,0,0,0,0,0,0
ENSG00000252530,0,0,0,0,0,0,0,0
ENSG00000200536,0,0,0,0,0,0,0,0
ENSG00000211543,0,0,0,0,0,0,0,0
ENSG00000252797,0,0,0,0,0,0,0,0
ENSG00000212266,0,0,0,0,0,0,0,0
ENSG00000222209,0,0,0,0,0,0,0,0
ENSG00000277141,0,0,0,0,0,0,0,0
ENSG00000215930,0,0,0,0,0,0,0,0
ENSG00000238761,0,0,0,0,0,0,0,0
ENSG00000222069,0,0,0,0,0,0,0,0
ENSG00000252005,0,0,0,0,0,0,0,0
ENSG00000252510,0,0,0,0,0,0,0,0
ENSG00000252830,0,0,0,0,0,0,0,0
ENSG00000283296,0,0,0,0,0,0,0,0
ENSG00000252717,0,0,0,0,0,0,0,0
ENSG00000277313,0,0,0,0,0,0,0,0
ENSG00000207472,0,0,0,0,0,0,0,0
ENSG00000199849,0,0,0,0,0,0,0,0
ENSG00000212538,0,0,0,0,0,0,0,0
ENSG00000251813,0,0,0,0,0,0,0,0
ENSG00000207108,0,0,0,0,0,0,0,0
ENSG00000202491,0,0,0,0,0,0,0,0
ENSG00000201596,0,0,0,0,0,0,0,0
ENSG00000273629,0,0,0,0,0,0,0,0
ENSG00000201493,0,0,0,0,0,0,0,0
ENSG00000200139,0,0,0,0,0,0,0,0
ENSG00000253025,0,0,0,0,0,0,0,0
ENSG00000201544,1,1,1,0,0,0,1,2
ENSG00000202498,0,0,0,0,0,0,0,0
ENSG00000221545,0,0,0,0,0,0,0,0
ENSG00000252906,0,0,0,1,1,3,2,5
ENSG00000202329,0,0,0,0,0,0,0,0
ENSG00000242794,0,2,0,0,0,0,0,0
ENSG00000283340,0,0,0,0,0,0,0,0
ENSG00000252860,0,0,0,0,0,0,0,0
ENSG00000263390,0,0,0,0,0,0,0,0
ENSG00000207181,23,27,23,27,9,4,3,13
ENSG00000264377,0,0,0,0,0,0,0,1
ENSG00000207149,0,0,0,0,0,0,0,0
ENSG00000284485,0,0,0,0,0,0,0,0
ENSG00000239494,1,1,2,0,0,0,0,0
ENSG00000199442,0,0,0,0,0,0,0,0
ENSG00000239690,0,0,0,0,0,0,0,0
ENSG00000202184,0,0,0,0,0,0,0,2
ENSG00000241395,0,0,0,0,1,0,0,0
ENSG00000200982,0,0,0,0,0,0,0,0
ENSG00000222407,0,0,0,0,0,0,0,0
ENSG00000200495,0,0,0,0,0,0,0,0
ENSG00000202609,0,0,0,0,0,0,0,0
ENSG00000252553,0,0,0,0,0,0,0,0
ENSG00000222240,0,0,0,0,0,0,0,0
ENSG00000212187,0,0,0,0,0,0,0,0
ENSG00000200036,0,0,0,0,0,0,0,0
ENSG00000212610,0,0,0,0,0,0,0,0
ENSG00000200327,0,0,0,0,0,0,0,0
ENSG00000200972,0,0,0,0,0,0,0,0
ENSG00000252011,0,0,0,0,0,0,0,1
ENSG00000207326,0,0,0,0,0,0,0,0
ENSG00000212205,0,0,0,0,0,0,0,0
ENSG00000264358,0,0,0,0,0,0,0,1
ENSG00000212527,0,0,0,0,0,0,0,0
ENSG00000252879,0,0,0,0,0,0,0,0
ENSG00000202264,0,0,0,0,0,0,0,0
ENSG00000285609,0,0,0,0,0,0,0,0
ENSG00000252084,0,0,0,0,2,1,0,0
ENSG00000200085,0,0,2,0,0,0,0,1
ENSG00000264500,0,0,0,0,0,0,0,0
ENSG00000202025,0,0,0,0,0,0,0,0
ENSG00000225545,0,0,0,0,0,0,0,0
ENSG00000206990,0,0,0,0,0,0,0,0
ENSG00000230175,0,0,0,0,0,0,0,0
ENSG00000225272,0,0,0,0,0,0,0,0
ENSG00000273365,0,2,0,0,0,0,0,0
ENSG00000230659,1,1,0,1,0,0,0,0
ENSG00000162545,6159,5796,2246,2639,694,208,92,226
ENSG00000090432,646,785,555,825,645,219,305,719
ENSG00000215520,0,0,0,0,0,0,0,0
ENSG00000183114,12,21,0,0,9,4,3,14
ENSG00000158825,7,4,4,8,1031,343,185,556
ENSG00000158828,1253,1376,587,967,265,90,75,230
ENSG00000284005,0,0,0,0,0,0,0,0
ENSG00000117242,281,307,311,335,654,251,245,737
ENSG00000234473,0,1,0,2,0,0,0,2
ENSG00000238754,0,1,0,0,1,0,1,0
ENSG00000221680,0,0,0,0,0,0,0,0
ENSG00000162630,0,0,0,0,0,0,0,0
ENSG00000276735,0,0,0,0,0,0,0,0
ENSG00000229639,2,1,1,0,0,0,0,0
ENSG00000287453,1,0,0,0,0,0,0,0
ENSG00000270615,0,0,0,0,0,0,0,0
ENSG00000287283,0,0,0,0,0,0,0,0
ENSG00000240692,0,0,0,0,0,0,0,0
ENSG00000237919,0,0,0,0,3,1,0,0
ENSG00000066557,1404,1609,1476,1478,695,245,275,720
ENSG00000244389,0,1,0,0,2,0,0,5
ENSG00000228988,0,0,4,2,4,2,1,5
ENSG00000118454,1514,1767,1762,1653,997,285,318,867
ENSG00000116761,542,542,1049,1260,93,22,53,97
ENSG00000278636,0,0,0,0,0,1,0,0
ENSG00000271992,1,2,5,3,1,0,0,0
ENSG00000237033,0,0,0,1,0,0,0,0
ENSG00000007968,253,354,379,352,61,27,36,121
ENSG00000117318,3050,3507,898,1198,383,121,468,1037
ENSG00000229239,0,0,0,0,0,0,0,0
ENSG00000142676,35491,38648,43190,61315,16536,5469,5689,15345
ENSG00000057757,1537,2012,1506,1792,588,231,240,604
ENSG00000117308,694,840,523,813,268,92,138,281
ENSG00000273844,0,0,0,0,0,0,0,0
ENSG00000235748,0,0,0,0,10,0,0,9
ENSG00000221879,0,0,0,1,1,0,0,0
ENSG00000230260,0,0,0,0,0,0,0,0
ENSG00000199241,0,0,0,0,0,0,0,0
ENSG00000223963,0,1,0,0,0,0,0,0
ENSG00000215802,0,0,0,0,1,0,0,0
ENSG00000233615,1,3,0,2,2,2,0,0
ENSG00000238085,0,0,0,0,4,1,0,0
ENSG00000265831,0,0,0,0,0,0,0,0
ENSG00000224348,0,0,0,0,0,0,0,0
ENSG00000287738,2,3,9,0,3,0,3,2
ENSG00000132703,0,0,0,0,0,0,0,0
ENSG00000276632,0,0,0,0,0,0,0,0
ENSG00000223603,0,0,0,0,0,0,0,0
ENSG00000132693,0,0,0,0,0,0,0,0
ENSG00000235226,0,0,0,0,0,0,0,0
ENSG00000158716,269,258,325,449,33,13,50,91
ENSG00000181036,0,0,0,0,1,0,1,0
ENSG00000158714,0,0,0,0,0,1,0,0
ENSG00000212161,0,0,0,0,0,0,0,0
ENSG00000243284,0,0,0,0,0,0,0,0
ENSG00000213085,121,120,91,144,9,4,1,2
ENSG00000266458,0,0,0,0,0,0,0,0
ENSG00000287040,5,1,1,1,0,0,0,0
ENSG00000279430,0,0,0,0,9,2,7,1
ENSG00000162723,1,7,13,19,1074,478,12,34
ENSG00000273933,0,0,0,0,0,0,0,0
ENSG00000256029,0,0,0,2,8,2,0,4
ENSG00000188004,0,0,0,0,0,0,0,0
ENSG00000266580,0,0,0,0,0,0,0,0
ENSG00000254545,1,2,1,0,0,0,0,0
ENSG00000269967,2,2,6,1,10,2,4,4
ENSG00000228634,0,0,0,0,0,0,0,0
ENSG00000284702,1,0,0,0,0,0,0,0
ENSG00000221040,0,0,0,0,0,0,0,0
ENSG00000163399,40061,49243,18250,21418,22140,6885,7088,19822
ENSG00000212385,0,0,0,0,0,0,0,0
ENSG00000200547,0,0,0,0,0,0,0,0
ENSG00000224950,5,6,4,11,24,6,15,37
ENSG00000177888,2073,2480,1827,1759,504,138,150,383
ENSG00000243364,475,558,419,484,326,106,102,289
ENSG00000251246,0,0,0,0,0,0,0,0
ENSG00000143590,1685,1868,742,850,171,78,18,64
ENSG00000202027,0,0,0,0,0,0,0,0
ENSG00000169242,1679,2041,1232,1937,193,63,96,273
ENSG00000169241,5768,6428,5706,6988,871,305,418,1174
ENSG00000223452,0,2,0,0,0,0,0,0
ENSG00000163463,421,438,259,320,66,20,27,88
ENSG00000273088,0,0,0,0,0,0,0,0
ENSG00000284586,0,0,0,0,0,0,0,0
ENSG00000169231,759,851,514,647,92,47,41,144
ENSG00000177628,1448,1741,1726,2554,525,195,320,879
ENSG00000143630,193,200,80,115,64,16,24,65
ENSG00000143627,5,5,1,2,0,0,0,3
ENSG00000253074,0,0,0,0,0,0,0,0
ENSG00000252116,0,0,0,0,0,0,0,0
ENSG00000228523,0,0,0,0,0,0,0,1
ENSG00000223263,0,0,0,0,0,0,0,0
ENSG00000207504,0,0,0,0,0,0,0,0
ENSG00000238139,0,0,0,0,0,0,0,0
ENSG00000197721,0,0,0,0,1,0,0,0
ENSG00000244703,0,0,0,0,0,0,0,0
ENSG00000226289,0,0,0,0,0,0,0,0
ENSG00000285239,0,0,0,0,0,0,0,0
ENSG00000234219,3,1,0,0,8,2,3,16
ENSG00000174059,10,26,11,25,5,3,1,5
ENSG00000158731,0,0,0,0,0,1,0,0
ENSG00000201746,3,3,0,3,0,0,0,0
ENSG00000264881,0,0,0,0,0,0,0,0
ENSG00000199562,0,1,0,0,0,0,0,2
ENSG00000264501,0,0,0,0,0,0,0,0
ENSG00000284735,1,0,4,0,0,0,0,1
ENSG00000284642,19,19,14,27,4,1,2,6
ENSG00000142657,9598,11473,11215,13987,4120,1454,1899,4808
ENSG00000271989,4,6,11,5,3,1,3,3
ENSG00000251503,0,0,0,0,0,0,0,0
ENSG00000175279,66,66,75,108,14,6,14,28
ENSG00000160049,4127,5059,5648,6159,1745,565,1008,2739
ENSG00000203469,0,0,0,0,0,0,0,0
ENSG00000236035,132,154,251,273,16,4,5,33
ENSG00000221643,4,1,0,2,0,0,0,4
ENSG00000227417,0,0,0,0,0,0,0,0
ENSG00000223505,0,0,0,0,0,0,0,0
ENSG00000182004,1605,1982,2590,2748,273,90,123,299
ENSG00000236430,0,0,0,0,0,0,0,0
ENSG00000130768,556,562,796,1084,52,26,20,61
ENSG00000227050,4,4,2,2,0,0,0,0
ENSG00000238231,1,1,2,0,0,2,1,3
ENSG00000240750,0,1,3,4,1,0,0,2
ENSG00000158156,288,319,334,514,418,153,135,354
ENSG00000182118,169,176,191,215,120,56,65,192
ENSG00000283799,0,0,0,0,0,0,0,0
ENSG00000227934,45,52,60,71,12,6,3,11
ENSG00000229595,0,0,0,0,0,0,0,0
ENSG00000143633,1256,1532,2132,2507,210,84,140,381
ENSG00000281912,178,207,253,328,21,5,19,37
ENSG00000288208,0,0,0,0,0,0,0,0
ENSG00000132773,483,592,652,844,166,65,105,259
ENSG00000070759,273,325,238,346,55,17,21,55
ENSG00000236872,0,0,2,0,2,0,0,0
ENSG00000280670,70,126,81,106,35,11,18,44
ENSG00000132763,1519,1751,2019,2561,555,178,274,878
ENSG00000226164,0,0,0,0,0,0,0,0
ENSG00000224014,4,7,4,6,0,0,0,0
ENSG00000215795,1,2,1,0,0,2,4,3
ENSG00000259865,97,87,74,80,25,6,5,32
ENSG00000283881,0,0,0,0,0,0,0,0
ENSG00000252516,2,2,5,1,2,0,0,3
ENSG00000214144,22,40,34,30,5,0,0,1
ENSG00000235818,0,0,0,0,0,0,0,1
ENSG00000202079,0,0,0,0,0,0,0,0
ENSG00000169224,17,20,0,3,1,1,0,0
ENSG00000177489,0,0,0,0,0,0,0,0
ENSG00000177476,0,0,0,0,0,0,0,0
ENSG00000283369,0,0,0,0,0,0,0,0
ENSG00000230411,0,1,0,0,2,1,0,3
ENSG00000251977,0,0,0,0,0,0,0,0
ENSG00000252254,0,0,0,0,0,0,0,0
ENSG00000227854,1,2,1,3,8,5,0,1
ENSG00000215805,0,0,0,0,0,0,0,0
ENSG00000228818,7,13,6,8,44,21,2,4
ENSG00000202041,0,0,0,0,0,0,0,0
ENSG00000223694,6,1,3,1,0,0,0,0
ENSG00000233735,0,0,0,0,0,0,0,0
ENSG00000133019,250,270,719,929,29,8,5,18
ENSG00000162636,462,605,526,544,991,331,338,897
ENSG00000162639,307,386,299,322,18,7,3,22
ENSG00000134186,8167,9509,7825,8267,359,119,148,437
ENSG00000143107,2,3,4,6,5,1,1,4
ENSG00000232971,0,0,0,0,0,0,0,0
ENSG00000116266,2038,2326,2154,2142,913,287,244,754
ENSG00000228076,0,0,0,0,0,0,0,0
ENSG00000237349,0,0,0,0,0,0,0,2
ENSG00000244716,63,82,88,142,22,8,0,2
ENSG00000228665,4,6,1,1,3,0,0,1
ENSG00000228054,1,0,1,0,5,0,1,1
ENSG00000273382,264,326,308,336,9,9,14,36
ENSG00000215717,1912,1941,2130,2565,959,319,351,986
ENSG00000278249,0,0,0,0,0,0,0,0
ENSG00000251484,0,0,0,0,0,0,0,0
ENSG00000132676,3553,4182,5117,6257,1290,460,645,1593
ENSG00000227673,0,0,0,0,0,0,0,0
ENSG00000234937,2,0,0,0,0,0,0,0
ENSG00000132718,80,74,2,32,20,8,16,31
ENSG00000283442,0,0,0,0,0,0,0,0
ENSG00000132680,4104,4597,3332,3768,1680,541,573,1674
ENSG00000207475,5,2,0,0,2,1,1,4
ENSG00000280466,0,0,0,0,0,0,0,0
ENSG00000281394,0,0,0,0,0,0,0,0
ENSG00000277817,0,1,0,0,1,0,0,3
ENSG00000224276,0,0,0,0,0,0,0,0
ENSG00000163479,4019,4642,4902,8141,3419,1205,1476,3749
ENSG00000160803,3092,3637,3523,4249,613,218,354,885
ENSG00000132698,1810,2193,2131,3038,5,3,1,1
ENSG00000252236,0,0,0,0,0,0,0,0
ENSG00000260238,0,0,0,0,0,0,0,0
ENSG00000242252,2,1,6,5,0,0,3,0
ENSG00000198952,4518,5347,3561,4655,4214,1486,1577,3983
ENSG00000163472,857,1126,503,752,60,38,46,121
ENSG00000163468,13650,16839,19374,24996,1030,336,546,1563
ENSG00000132677,32,39,6,27,0,1,3,4
ENSG00000207933,0,0,0,0,0,0,0,0
ENSG00000254726,2967,3225,1188,1457,483,154,292,813
ENSG00000186377,2,5,7,7,8,4,1,12
ENSG00000186160,3,3,0,1,0,0,0,0
ENSG00000225154,0,0,0,0,0,0,0,0
ENSG00000225514,0,1,0,0,0,0,0,0
ENSG00000162366,51,70,88,118,0,0,0,0
ENSG00000226252,0,0,0,0,0,0,0,0
ENSG00000186790,2,1,0,0,0,0,0,0
ENSG00000237424,85,62,86,106,59,21,43,118
ENSG00000189030,1,0,0,1,0,0,0,1
ENSG00000162763,0,0,1,1,0,0,0,0
ENSG00000143061,416,490,593,904,1091,435,404,1109
ENSG00000203740,1,0,0,0,0,0,0,0
ENSG00000162374,0,0,0,0,0,0,0,0
ENSG00000168275,444,448,649,717,79,31,51,176
ENSG00000241563,6,2,3,4,3,0,0,1
ENSG00000153207,4712,5516,4511,4401,2308,658,785,2097
ENSG00000156869,427,431,435,431,706,255,188,552
ENSG00000033122,104,131,56,70,5,2,3,4
ENSG00000143278,1,1,0,0,0,0,0,0
ENSG00000116678,23,24,40,64,75,32,31,78
ENSG00000159352,3132,3745,3966,5943,1828,701,888,2338
ENSG00000158710,2608,2928,2432,3800,20557,7717,5687,13202
ENSG00000049239,1762,1921,1750,2346,164,65,74,214
ENSG00000186564,4,5,16,20,15,10,9,16
ENSG00000244038,2397,2966,3096,4342,3838,1419,1723,4128
ENSG00000116690,0,1,2,1,0,0,0,0
